##NAMES=Calcite
##RRUFFID=R040170
##IDEAL CHEMISTRY=Ca(CO_3_)
##LOCALITY=Peramea, Lerida Province, Catalonia, Spain
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Pink fragment
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R040170
##MEASURED CHEMISTRY=(Ca_0.99_Mg_0.01_)CO_3_ ; trace amounts of Co
##PIN_ID=L00802
##ORIENTATION=Laser parallel to c* (0 0 1). Fiducial mark perpendicular to laser is parallel to [1 1 0]
##DIFFRACTION SAMPLE DESCRIPTION=Powder
##CELL PARAMETERS=a: 4.98284 b: 4.98284 c: 17.0984 alpha: 90 beta: 90 gamma: 120 volume: 367.65 crystal system: hexagonal
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=514

113.2080, 7410.000
114.4400, 7513.000
115.6710, 7447.000
116.9030, 7611.000
118.1340, 7674.000
119.3650, 7720.000
120.5960, 7739.000
121.8270, 7797.000
123.0580, 7823.000
124.2880, 7867.546
125.5190, 7916.999
126.7490, 7976.000
127.9790, 8020.000
129.2090, 8118.000
130.4390, 8186.000
131.6680, 8203.000
132.8980, 8337.000
134.1270, 8418.000
135.3560, 8489.000
136.5850, 8438.000
137.8140, 8707.000
139.0430, 8699.000
140.2710, 8983.000
141.5000, 9134.000
142.7280, 9367.000
143.9560, 9510.000
145.1840, 9811.000
146.4120, 9982.000
147.6390, 10374.00
148.8670, 10562.00
150.0940, 10920.00
151.3210, 11348.00
152.5490, 11353.00
153.7750, 11419.00
155.0020, 11577.00
156.2290, 11479.00
157.4550, 11325.00
158.6810, 11088.00
159.9080, 10705.00
161.1340, 10232.00
162.3590, 10004.00
163.5850, 9702.000
164.8110, 9552.000
166.0360, 9492.000
167.2610, 9308.000
168.4860, 9191.000
169.7110, 9143.000
170.9360, 9034.000
172.1610, 8980.000
173.3850, 8845.000
174.6100, 8840.108
175.8340, 8829.775
177.0580, 8851.000
178.2820, 8877.000
179.5050, 8953.000
180.7290, 8968.000
181.9520, 8984.000
183.1760, 8950.000
184.3990, 9025.000
185.6220, 8814.000
186.8450, 8984.000
188.0670, 8942.000
189.2900, 9026.000
190.5120, 9061.000
191.7340, 8977.000
192.9560, 9098.000
194.1780, 9024.000
195.4000, 9053.000
196.6220, 9049.000
197.8430, 9007.000
199.0640, 8981.000
200.2860, 9020.360
201.5070, 9153.000
202.7270, 9118.000
203.9480, 9136.000
205.1690, 9208.000
206.3890, 9039.000
207.6090, 9038.000
208.8290, 9164.000
210.0490, 9043.000
211.2690, 9121.000
212.4890, 9278.000
213.7080, 9209.000
214.9280, 9226.000
216.1470, 9325.000
217.3660, 9173.000
218.5850, 9202.000
219.8030, 9266.000
221.0220, 9487.000
222.2400, 9301.000
223.4590, 9393.000
224.6770, 9326.000
225.8950, 9256.000
227.1120, 9383.000
228.3300, 9377.000
229.5480, 9413.000
230.7650, 9378.000
231.9820, 9469.000
233.1990, 9517.000
234.4160, 9532.081
235.6330, 9604.000
236.8490, 9579.000
238.0660, 9578.000
239.2820, 9564.000
240.4980, 9592.000
241.7140, 9643.000
242.9300, 9657.000
244.1460, 9813.000
245.3610, 9817.000
246.5770, 9887.000
247.7920, 9909.000
249.0070, 10028.00
250.2220, 9964.000
251.4370, 10142.00
252.6510, 10029.00
253.8660, 10203.00
255.0800, 10316.00
256.2940, 10229.00
257.5080, 10485.00
258.7220, 10591.00
259.9360, 10597.00
261.1490, 10712.00
262.3630, 10923.00
263.5760, 10934.00
264.7890, 11251.00
266.0020, 11290.00
267.2150, 11666.00
268.4270, 11868.00
269.6400, 12316.00
270.8520, 12679.00
272.0640, 12799.00
273.2760, 13438.00
274.4880, 13717.00
275.7000, 13989.00
276.9120, 14150.00
278.1230, 14247.00
279.3340, 14281.10
280.5450, 14226.73
281.7560, 14190.00
282.9670, 13875.00
284.1780, 13794.00
285.3880, 13374.00
286.5980, 12991.00
287.8090, 12692.00
289.0190, 12213.00
290.2290, 11858.00
291.4380, 11623.00
292.6480, 11333.00
293.8570, 11087.00
295.0670, 11018.00
296.2760, 10976.00
297.4850, 10825.00
298.6930, 10730.00
299.9020, 10667.00
301.1110, 10825.00
302.3190, 10624.00
303.5270, 10666.00
304.7350, 10659.00
305.9430, 10538.00
307.1510, 10512.00
308.3580, 10437.00
309.5660, 10353.00
310.7730, 10375.00
311.9800, 10470.00
313.1870, 10499.00
314.3940, 10529.00
315.6010, 10512.00
316.8070, 10324.00
318.0130, 10343.00
319.2200, 10425.00
320.4260, 10370.00
321.6310, 10516.00
322.8370, 10419.00
324.0430, 10449.00
325.2480, 10408.00
326.4540, 10549.00
