##NAMES=Calcite
##RRUFFID=R040170
##IDEAL CHEMISTRY=Ca(CO_3_)
##LOCALITY=Peramea, Lerida Province, Catalonia, Spain
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Pink fragment
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R040170
##MEASURED CHEMISTRY=(Ca_0.99_Mg_0.01_)CO_3_ ; trace amounts of Co
##PIN_ID=L00802
##ORIENTATION=Laser parallel to c* (0 0 1). Fiducial mark perpendicular to laser is parallel to [1 1 0]
##DIFFRACTION SAMPLE DESCRIPTION=Powder
##CELL PARAMETERS=a: 4.98284 b: 4.98284 c: 17.0984 alpha: 90 beta: 90 gamma: 120 volume: 367.65 crystal system: hexagonal
##FILETYPE=Raman Processed
##RAMAN WAVELENGTH=514

113.2080, 0.0000000E+00
114.4400, 129.6392
115.6710, 4.570801
116.9030, 100.6240
118.1340, 111.7466
119.3650, 111.0645
120.5960, 87.41162
121.8270, 105.9736
123.0580, 95.16309
124.2880, 105.0889
125.5190, 121.7759
126.7490, 149.6006
127.9790, 163.8027
129.2090, 233.2109
130.4390, 273.6846
131.6680, 264.1094
132.8980, 372.3872
134.1270, 428.4316
135.3560, 475.1680
136.5850, 400.5327
137.8140, 646.4731
139.0430, 615.9399
140.2710, 877.8872
141.5000, 1007.278
142.7280, 1219.080
143.9560, 1341.263
145.1840, 1621.800
146.4120, 1772.674
147.6390, 2144.868
148.8670, 2313.364
150.0940, 2652.148
151.3210, 3061.194
152.5490, 3047.477
153.7750, 3094.977
155.0020, 3234.682
156.2290, 3118.583
157.4550, 2946.671
158.6810, 2691.939
159.9080, 2291.379
161.1340, 1800.977
162.3590, 1555.821
163.5850, 1236.714
164.8110, 1069.746
166.0360, 992.9111
167.2610, 792.2012
168.4860, 658.6152
169.7110, 594.1475
170.9360, 468.7920
172.1610, 398.5498
173.3850, 247.4102
174.6100, 226.4795
175.8340, 200.2021
177.0580, 205.5811
178.2820, 215.8467
179.5050, 276.2900
180.7290, 275.8506
181.9520, 276.4971
183.1760, 227.2285
184.3990, 287.0518
185.6220, 61.01758
186.8450, 216.0156
188.0670, 158.9746
189.2900, 227.9238
190.5120, 247.8809
191.7340, 148.8398
192.9560, 254.8096
194.1780, 165.7930
195.4000, 179.8809
196.6220, 161.0723
197.8430, 104.2852
199.0640, 63.52148
200.2860, 88.22656
201.5070, 206.2959
202.7270, 156.7783
203.9480, 160.2881
205.1690, 217.8223
206.3890, 34.38379
207.6090, 18.97168
208.8290, 130.5869
210.0490, 4.769531
211.2690, 58.90137
212.4890, 201.6113
213.7080, 118.3779
214.9280, 121.1924
216.1470, 206.0381
217.3660, 39.90918
218.5850, 54.80566
219.8030, 104.7275
221.0220, 311.6924
222.2400, 111.7070
223.4590, 189.7568
224.6770, 108.8428
225.8950, 24.95312
227.1120, 138.0840
228.3300, 118.2354
229.5480, 140.5361
230.7650, 91.73438
231.9820, 168.9619
233.1990, 203.2168
234.4160, 204.5723
235.6330, 262.7812
236.8490, 224.0908
238.0660, 209.4180
239.2820, 181.7998
240.4980, 196.5498
241.7140, 234.8633
242.9300, 235.2627
244.1460, 381.1729
245.3610, 373.9795
246.5770, 430.4180
247.7920, 440.4746
249.0070, 545.9404
250.2220, 468.4189
251.4370, 633.5938
252.6510, 507.0967
253.8660, 667.6104
255.0800, 770.0137
256.2940, 672.5957
257.5080, 915.0898
258.7220, 1007.592
259.9360, 997.7236
261.1490, 1096.691
262.3630, 1291.491
263.5760, 1286.944
264.7890, 1590.499
266.0020, 1614.299
267.2150, 1975.240
268.4270, 2162.308
269.6400, 2595.488
270.8520, 2943.772
272.0640, 3049.150
273.2760, 3673.615
274.4880, 3938.158
275.7000, 4198.704
276.9120, 4350.289
278.1230, 4435.924
279.3340, 4455.834
280.5450, 4387.330
281.7560, 4336.518
282.9670, 4007.486
284.1780, 3912.694
285.3880, 3482.160
286.5980, 3089.299
287.8090, 2776.464
289.0190, 2287.817
290.2290, 1919.056
291.4380, 1670.329
292.6480, 1366.633
293.8570, 1106.969
295.0670, 1024.334
296.2760, 968.7266
297.4850, 804.1465
298.6930, 695.5918
299.9020, 619.0625
301.1110, 763.5557
302.3190, 549.0713
