##NAMES=Calcite
##RRUFFID=R040170
##IDEAL CHEMISTRY=Ca(CO_3_)
##LOCALITY=Peramea, Lerida Province, Catalonia, Spain
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Pink fragment
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R040170
##MEASURED CHEMISTRY=(Ca_0.99_Mg_0.01_)CO_3_ ; trace amounts of Co
##PIN_ID=L00802
##ORIENTATION=Laser parallel to c* (0 0 1). Fiducial mark perpendicular to laser is parallel to [1 1 0]
##DIFFRACTION SAMPLE DESCRIPTION=Powder
##CELL PARAMETERS=a: 4.98284 b: 4.98284 c: 17.0984 alpha: 90 beta: 90 gamma: 120 volume: 367.65 crystal system: hexagonal
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=514

113.2080, 6133.000
114.4400, 6170.000
115.6710, 6248.000
116.9030, 6252.000
118.1340, 6320.171
119.3650, 6335.000
120.5960, 6429.000
121.8270, 6523.000
123.0580, 6586.000
124.2880, 6634.000
125.5190, 6674.000
126.7490, 6671.000
127.9790, 6836.000
129.2090, 6880.000
130.4390, 7094.000
131.6680, 7042.000
132.8980, 7279.000
134.1270, 7475.000
135.3560, 7807.000
136.5850, 8220.000
137.8140, 8722.000
139.0430, 9158.000
140.2710, 9465.000
141.5000, 9475.000
142.7280, 9261.000
143.9560, 9054.000
145.1840, 8784.000
146.4120, 8627.328
147.6390, 8375.000
148.8670, 8351.000
150.0940, 8255.000
151.3210, 8265.000
152.5490, 8255.000
153.7750, 8045.000
155.0020, 8056.000
156.2290, 7964.000
157.4550, 7884.000
158.6810, 7702.000
159.9080, 7628.000
161.1340, 7610.000
162.3590, 7593.000
163.5850, 7540.000
164.8110, 7446.000
166.0360, 7392.000
167.2610, 7252.000
168.4860, 7330.000
169.7110, 7426.000
170.9360, 7296.000
172.1610, 7303.000
173.3850, 7312.000
174.6100, 7252.000
175.8340, 7343.000
177.0580, 7339.000
178.2820, 7319.000
179.5050, 7305.000
180.7290, 7370.000
181.9520, 7393.000
183.1760, 7354.000
184.3990, 7406.000
185.6220, 7491.000
186.8450, 7389.000
188.0670, 7493.000
189.2900, 7433.000
190.5120, 7441.000
191.7340, 7499.000
192.9560, 7585.000
194.1780, 7564.065
195.4000, 7521.000
196.6220, 7542.000
197.8430, 7486.000
199.0640, 7440.000
200.2860, 7566.000
201.5070, 7597.000
202.7270, 7598.011
203.9480, 7464.000
205.1690, 7594.000
206.3890, 7556.000
207.6090, 7510.000
208.8290, 7588.000
210.0490, 7572.000
211.2690, 7499.000
212.4890, 7640.000
213.7080, 7627.000
214.9280, 7670.000
216.1470, 7606.000
217.3660, 7618.000
218.5850, 7704.000
219.8030, 7757.000
