3200.54	24.7497
3199.33	35.0621
3198.12	-8.24853
3196.9	-2.06178
3195.69	-6.18431
3194.48	35.0385
3193.27	4.12148
3192.05	14.4228
3190.84	-4.1201
3189.62	6.1791
3188.41	8.23741
3187.2	8.23603
3185.98	28.8212
3184.77	32.933
3183.55	12.3478
3182.34	14.4033
3181.12	4.11454
3179.91	12.3416
3178.69	4.11316
3177.48	26.731
3176.26	22.6147
3175.04	-10.2777
3173.83	16.4415
3172.61	-8.21938
3171.39	14.3815
3170.18	-4.1083
3168.96	18.4842
3167.74	6.16038
3166.52	12.3187
3165.31	0
3164.09	18.4718
3162.87	8.20829
3161.65	18.4655
3160.43	10.2569
3159.21	20.5103
3157.99	20.5069
3156.78	8.20137
3155.56	16.4
3154.34	18.4469
3153.12	18.4437
3151.9	-2.04896
3150.68	14.3403
3149.46	0
3148.23	26.623
3147.01	-4.09515
3145.79	20.4723
3144.57	8.18753
3143.35	-6.13961
3142.13	22.5081
3140.91	22.5043
3139.68	22.5005
3138.46	2.04515
3137.24	-4.08962
3136.02	2.04446
3134.79	8.17647
3133.57	4.08755
3132.35	14.304
3131.12	26.5601
3129.9	8.17095
3128.67	4.08478
3127.45	6.12614
3126.23	22.4587
3125	20.4136
3123.78	18.3691
3122.55	16.3253
3121.33	10.2016
3120.1	8.1599
3118.87	10.1982
3117.65	6.11786
3116.42	-12.2336
3115.2	-6.11579
3113.97	0
3112.74	20.3791
3111.52	10.1878
3110.29	8.14887
3109.06	16.295
3107.83	12.2192
3106.61	22.398
3105.38	10.1792
3104.15	-6.10648
3102.92	2.03515
3101.69	10.174
3100.46	32.5514
3099.23	-2.03412
3098.01	30.5066
3096.78	24.4011
3095.55	-2.03308
3094.32	12.1964
3093.09	18.2915
3091.86	2.03205
3090.63	26.4122
3089.4	8.12545
3088.16	24.3722
3086.93	4.06135
3085.7	-2.03033
3084.47	32.4798
3083.24	-2.02964
3082.01	4.0586
3080.77	10.1448
3079.54	-2.02861
3078.31	22.3109
3077.08	18.2513
3075.84	26.3585
3074.61	26.3541
3073.38	18.242
3072.14	2.02655
3070.91	6.07861
3069.68	10.1293
3068.44	8.10207
3067.21	2.02517
3065.97	10.1242
3064.74	2.02449
3063.5	24.2897
3062.27	12.1428
3061.03	6.07037
3059.8	14.1618
3058.56	6.06831
3057.32	10.1121
3056.09	6.06625
3054.85	-4.04348
3053.61	14.1498
3052.38	18.1895
3051.14	-2.02071
3049.9	6.06111
3048.66	14.1402
3047.43	8.07873
3046.19	-4.03868
3044.95	20.19
3043.71	8.07462
3042.47	8.07325
3041.23	6.05391
3040	4.03525
3038.76	6.05185
3037.52	8.06777
3036.28	-2.0166
3035.04	22.1788
3033.8	6.04774
3032.56	34.2647
3031.32	12.0914
3030.08	12.0893
3028.83	0
3027.59	-12.0852
3026.35	6.04158
3025.11	0
3023.87	30.1976
3022.63	-4.02567
3021.38	30.1874
3020.14	2.01215
3018.9	8.04723
3017.66	-4.02293
3016.41	24.1335
3015.17	8.04312
3013.93	4.02088
3012.68	-6.03029
3011.44	14.0683
3010.19	28.1318
3008.95	12.0544
3007.71	16.0698
3006.46	8.03355
3005.22	14.0563
3003.97	0
3002.73	4.01473
3001.48	6.02107
3000.23	2.00668
2998.99	36.1141
2997.74	24.072
2996.49	8.02262
2995.25	26.0691
2994	10.0249
2992.75	4.00926
2991.51	12.0257
2990.26	-2.00395
2989.01	12.0217
2987.76	14.0229
2986.52	10.0146
2985.27	18.0233
2984.02	-2.00224
2982.77	12.0114
2981.52	10.0078
2980.27	20.0122
2979.02	-6.00264
2977.77	-2.00054
2976.52	-2.0002
2975.27	11.9991
2974.02	11.9971
2972.77	23.9901
2971.52	5.99651
2970.27	1.9985
2969.02	9.99077
2967.77	21.976
2966.52	11.9848
2965.26	5.9914
2964.01	11.9808
2962.76	21.961
2961.51	15.9689
2960.25	3.99154
2959	19.9543
2957.75	5.98527
2956.5	9.97375
2955.24	5.98323
2953.99	17.9466
2952.73	-9.96865
2951.48	17.9405
2950.23	-3.9861
2948.97	11.9563
2947.72	0
2946.46	15.9362
2945.21	11.9501
2943.95	11.9481
2942.7	11.9461
2941.44	13.9347
2940.18	3.98066
2938.93	29.8499
2937.67	-1.98965
2936.41	-9.94656
2935.16	11.9338
2933.9	17.8977
2932.64	19.8829
2931.38	13.9157
2930.13	7.95045
2928.87	15.8982
2927.61	-5.9608
2926.35	15.8928
2925.09	9.93128
2923.83	17.8733
2922.58	9.92789
2921.32	23.8229
2920.06	13.8943
2918.8	0
2917.54	1.98422
2916.28	3.96776
2915.02	15.8683
2913.76	11.8992
2912.5	5.94859
2911.23	9.91263
2909.97	19.8219
2908.71	7.92739
2907.45	5.94453
2906.19	3.96234
2904.93	15.8467
2903.66	0
2902.4	-11.8809
2901.14	3.95963
2899.88	9.89738
2898.61	33.6454
2897.35	0
2896.09	17.8062
2894.82	-3.95625
2893.56	7.91114
2892.29	1.97745
2891.03	-9.88554
2889.76	9.88385
2888.5	15.8114
2887.23	27.6653
2885.97	5.92726
2884.7	11.8525
2883.44	1.97508
2882.17	7.89896
2880.9	15.7952
2879.64	9.87032
2878.37	5.92118
2877.1	-1.97339
2875.84	21.7035
2874.57	3.94542
2873.3	1.97237
2872.04	0
2870.77	15.7736
2869.5	29.5704
2868.23	11.8261
2866.96	5.91206
2865.69	5.91104
2864.42	13.7901
2863.16	25.6057
2861.89	11.816
2860.62	11.814
2859.35	15.7493
2858.08	33.4615
2856.81	23.6158
2855.54	7.87059
2854.26	11.8039
2852.99	11.8018
2851.72	35.3994
2850.45	13.7641
2849.18	-3.93192
2847.91	25.5531
2846.64	23.5834
2845.36	11.7897
2844.09	-7.85845
2842.82	17.6785
2841.54	15.7115
2840.27	11.7816
2839	23.5592
2837.72	7.85171
2836.45	31.4015
2835.18	5.88676
2833.9	13.7334
2832.63	17.6542
2831.35	9.80622
2830.08	5.88272
2828.8	1.96057
2827.53	1.96023
2826.25	13.7193
2824.98	9.79781
2823.7	-1.95923
2822.42	0
2821.15	13.7099
2819.87	1.95822
2818.59	21.5367
2817.32	7.83017
2816.04	1.95721
2814.76	19.5687
2813.48	-5.8696
2812.21	7.82479
2810.93	11.7352
2809.65	9.77763
2808.37	-15.6415
2807.09	-19.5485
2805.81	3.90904
2804.53	-3.90837
2803.25	11.7231
2801.97	17.5816
2800.69	3.90635
2799.41	21.4812
2798.13	21.4775
2796.85	11.713
2795.57	7.80733
2794.29	-5.85449
2793.01	3.90232
2791.73	17.5574
2790.45	11.7029
2789.17	3.90031
2787.88	1.94982
2786.6	15.5959
2785.32	11.6949
2784.04	25.3346
2782.75	17.5363
2781.47	9.74071
2780.19	21.4259
2778.9	-3.89494
2777.62	21.4185
2776.33	7.7872
2775.05	-13.6253
2773.76	7.78452
2772.48	0
2771.19	17.5091
2769.91	11.6708
2768.62	0
